#clade_name	NCBI_tax_id	additional_species	DM055	LG050	DM093	LG049	LG006	LG043	DM004	DM057	DM025	LG023	LG030	DM001	DM063	DM074	LG052	LG045	DM065	DM008	LG025	DM046	LG038	DM019	LG046	DM007	DM087	DM051	LG026	LG034	DM002	LG001
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	2|1224|28216|80840|995019|40544		0.67273	0.2671	0.16772	0.19294		2.02524	1.01536	0.37431	0.24765	0.58282	0.50335	1.28238	0.15162	1.54274	0.89288		0.14277	0.37108		0.05206	0.46899	0.56881	0.78622	0.01295	0.06878	0.21107	1.17176	0.39991	1.04883	1.01679
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira	2|1239|186801|186802|186803|28050		0.56589	0.05806	0.49758	1.59025	1.6246	0.42472	0.51799	1.20409	0.54674	0.58799	2.02508	1.89233	1.16229	1.1601	1.46811	0.18798	0.10111	0.79432	0.07173	0.97874	1.06981		1.5365	0.35128	0.07925	0.17814	3.34762	0.64525	0.18776	
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	2|201174|84998|84999|84107|102106		0.37047	0.1604	0.49981	0.36751	0.74004	0.46291	0.22687	0.80877	0.25234	0.26391	0.11969	0.32845	0.19981	0.24876	0.33597	0.40389	0.49937	0.78257	0.55138	0.21243	0.16184	0.14062	0.58976	0.343	2.41702	0.30927	0.18535	0.17377	1.33367	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	2|1239|186801|186802|186803|189330		0.36179	0.15889	1.53709	0.39953	0.47346	1.24926	0.56118	1.28224	0.163	0.29417	0.29642	0.36798	0.87214	0.93555	0.39626	0.10643	0.89667	0.93985	1.00378	0.37438	0.57758	0.56548	0.64649	0.56421	1.15782	0.70219	0.51511	0.27905	0.76412	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	2|1224|1236|135625|712|724		0.35621	0.0041				0.08097	0.03972		0.30833		0.11593	0.01655	0.01175	0.04197	0.12396		0.03688	0.01029	0.01006			0.35953	0.07351	0.06986		0.02276		0.07046	0.02776	0.03793
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lacrimispora	2|1239|186801|186802|186803|2719231		0.35562	0.013	0.24125	0.13494	0.01586	0.75215	0.2524	0.66525	0.11968	0.28041	0.09722	0.19725	0.2133	0.42684	0.11468	0.04267	0.93715	0.62463	0.14497	0.28889	0.23432	0.23428	0.16913	0.63062	0.63964	0.20727	0.34198	0.12371	0.25045	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	2|976|200643|171549|2005525|375288		0.35264	1.32145	1.60422	0.00273	0.01423	1.41538	3.49393	0.0545	0.08687	0.01136	0.26588	0.82184	0.45532	0.63232	0.29284	0.75647	0.26799	0.6421	0.09895	0.07069	3.54584	0.0839	0.7765	0.02885	4.79504	1.02218	1.54997	0.87291	0.19195	0.4601
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	2|1239|186801|186802|31979|1485		0.31909	0.97994	0.74404	1.24609	1.21641	1.37977	0.60776	0.22431	1.99935	0.8177	3.62095	1.69657	2.0787	2.7854	0.70667	0.37552	1.57357	3.90449	0.84794	1.98517	0.76668	0.44268	3.75848	0.86801	0.91768	0.21926	11.56514	1.34818	1.82409	0.32049
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter	2|1239|186801|186802|186803|1407607		0.2863	0.07508	0.42512	0.20806	0.0972	0.65861	1.2921	0.63206	0.22056	0.13856	0.17842	0.23123	0.59931	0.78679	0.22219	0.0531	0.56433	0.4668	0.21315	0.1462	0.2261	0.25768	0.77867	0.49602	1.87041	0.48123	0.58006	0.11767	0.24167	
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	2|1239|91061|186826|1300|1301		0.27866	0.00752	0.07789	0.02036	0.00536	0.28076	0.23553	0.03594	0.34488	0.058	0.07258	0.02152	0.0237	0.28764	0.11371	0.01364	0.03036	0.42706	0.00618	0.04791	0.01066	0.15137	0.00952	0.88436	0.16449	0.08375	0.22331	0.31367	0.09068	0.05263
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	2|1239|186801|186802|186803|841		0.27731	0.66051	0.94076	1.65163	1.297	2.28953	0.69501	0.57125	1.71407	1.0522	2.13505	1.19262	1.68522	0.73225	0.71138	0.15083	1.30141	7.41175	0.40183	0.91741	2.18547	0.33232	3.25796	0.75534	0.51997	2.31219	2.50178	0.3806	0.56723	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	2|1239|186801|186802|186803|207244		0.26698	0.24587	0.55816	0.05755	0.85147	0.86089	0.14222	0.37933	0.2335	0.04496	0.10623	0.29397	0.14736	0.06848	0.03666	0.05975	0.60217	0.10985	0.04932	0.28193	0.58229	0.04715	0.68335	0.15115	0.56074	0.02565	0.15545	0.11772	0.03764	0.0332
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger	2|1239|186801|186802|541000|204475		0.20546		0.42213	0.83893	0.0381	0.12807	0.16436	0.89126	0.31179	0.10484	0.20432	0.07518	0.22494	0.24641	0.47743	0.08064	0.68315	0.48621	0.17582	0.23167	0.13933	0.44357	0.89809	0.34317	2.74196	0.19002	1.66419	1.8066	0.63362	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	2|1239|526524|526525|128827|1573535		0.20152		0.51829	0.07982	0.00837			0.41395	0.19597	0.05012	0.36873		0.07544	0.0918		0.05981	0.071	0.11845	0.07719		0.3712	0.01398		0.35257	1.54443	0.35094			0.07795	
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	2|201174|1760|85004|31953|1678		0.19379	0.1577	0.15881			0.07816		0.18307		0.02112	0.14058		0.03375		0.35527		0.63392	0.11454		0.00149	0.13601		0.03216		3.05748	0.01311	0.03012	0.39569		0.02321
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter	2|1239|526524|526525|128827|191303		0.15289					0.00196	0.00879				0.00368	7e-05				0.00133						0.00728	0.13046				0.00669	0.00123	0.0255	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter	2|1239|186801|186802|186803|2316020		0.12074	0.24071	1.00003	0.55485	0.22145	1.63527	0.24792	1.23242	0.44583	0.12863	0.27786	0.32148	0.34082	0.11534	0.15239	0.41898	0.81192	0.41002	0.50655	0.15454	0.43136	0.11725	0.94383	0.41025	1.98164	0.41506	0.61299	0.08669	0.13309	0.43412
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus	2|1239|909932|1843488|909930|904		0.10874								0.00279					2.82193				0.03726				0.59018		0.04163		0.18866			2.74155	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum	2|1239|186801|186802|186803|2569097		0.10628	0.16718		0.1072	0.17715	0.42251	0.38146	0.81555	0.22087	0.06905	0.11431	0.26104	0.39172	0.12045	0.13184	0.09676	0.41427	0.29969	0.08927	0.1482		0.12499	0.58473	0.14578	1.33568	0.1259	0.21289	0.2184	0.1415	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor	2|1239|186801|186802|541000|946234		0.10118	0.43013	0.12643	0.00637		0.06291		0.0069		0.02701		0.01312	0.01656	0.07036	0.1535		0.10208	0.11067		0.00392	0.1416	0.0052	0.44035		0.1627	0.02389	0.10163	0.01888	0.01157	0.13605
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas	2|976|200643|171549|1853231|574697		0.08006	0.11038	0.19954	0.04587	0.08129	0.10651	0.04932		0.03569	0.00412	0.20939	0.18726	0.798	0.10083	0.01747	0.0766	0.00122	0.28008	0.05069	0.06938	0.45032		0.18375	0.04072	0.50393	0.23634	0.27818	0.06467	0.15643	0.0503
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum	2|1239|186801|186802|541000|2048137		0.06779	0.07465	0.14575	0.02443	0.18213	0.13685	0.05826	0.10414	0.03819	0.03888	0.05482	0.0699	0.04631	0.09344		0.02105	0.10304	0.10493	0.03045	0.0148	0.04276	0.04376	0.08732	0.13224	0.38667	0.05015	0.05806	0.16067	0.02092	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified	2|1239|186801|186802|541000|7415705		0.06213	0.34966	2.99708	5.13881	1.63651	0.29851	1.62755	0.26007	1.03169	0.66287	3.44576	3.45122	2.68637	0.29549	0.21663	7.13152	0.04471	0.77385	4.57025	3.00192	6.25276		1.00386	0.09667	0.26645	0.11987	3.36104	2.43925	0.4489	1.04712
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified	2|1239|186801|186802|31979|		0.05594	0.1678	0.17942	0.16386	0.09913	0.34532	0.13954	0.18067	0.11408	0.04988	0.47651	0.11694	0.08864	0.23125	0.09098	0.0945	0.48901	0.13822	0.0316	0.10956	0.06676	0.12604	0.67226	0.17626	0.34647	0.08418	0.59285	0.21315	0.13611	0.26621
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Dysosmobacter	2|1239|186801|186802|216572|2591381		0.05428	0.57972	0.16671	0.01338	0.00104	0.13062	0.00978	0.02122	0.02022	0.00979	0.02515	0.15828	0.05981	0.34581	0.24725	0.00481	0.09098	0.16408	0.00082	0.02432	0.20318	0.04374	0.14191	0.09596	1.75474	0.03765	0.26298	0.22895	0.23729	0.17594
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Candidatus_Cibiobacter	2|1239|186801|186802|541000|2527773		0.05047		3.23971	0.02932	0.0904	0.184	0.1878	0.0831	0.04365	0.00212	0.27462	0.07988	0.1864	0.09246	0.04419	0.05135	0.07447	0.04274	0.12479	0.05467	1.7071	0.06012		0.0272	0.64102	0.21849	0.08721	0.45645	0.22828	0.14125
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	2|201174|84998|1643822|1643826|84111		0.04021	0.00173	0.0583			0.00534									0.00218	0.00454	0.00553				0.01724		0.00435		0.02755		0.00028			0.04198
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcaceae_unclassified	2|1239|186801|186802|186807|		0.03866	0.00702	0.01318	0.01969	0.02305		0.02724	0.0297	0.01776	0.03863				0.00158	0.03466	0.12218	0.0606	0.04316	0.00871	0.03022	0.01111			0.02609			0.08407	0.02958	0.01894	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified	2|1239|186801|||3353859		0.03706	0.13109	2.03448	3.3876	5.52099	0.65224	2.88071	0.18548	3.03062	0.67233	1.29568	5.42274	3.73828	0.14021	0.59385	25.30424	0.20718	3.72316	8.53738	9.17424	1.53314	0.15836	0.51187	2.46941	1.23715	0.10328	4.39036	4.63388	2.49949	0.99599
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella	2|1239|909932|1843489|31977|209879		0.02237		0.04944	0.02781	0.03058			0.02595	0.01943	0.05486		0.0261	0.00972	0.05243	0.01428			0.028	0.00608	0.01164	0.02771	0.02183	0.03263	0.03714			0.03732		0.01817	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella	2|1239|186801|186802|186803|1506577		0.0202									0.02424									0.36092											
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avimicrobium	2|1239|186801|||2720800		0.01878	0.04694	0.11395				0.00228	0.0953	0.00157	0.0335	0.06987	0.00502	0.03966		0.03883				0.02849		0.15443		0.11133			0.01218			0.0427	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	2|1239|909932|1843489|31977|29465		0.01876					0.00754	0.0321		0.03864	0.00632	0.01117			0.01105	0.16309		0.00159	0.0472				0.04179	0.01808	0.1511		0.06553	0.01273	0.01296	0.00617	0.02863
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	2|1239|91061|186826|33958|1578		0.01454																													
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	2|1239|526524|526525|128827|61170		0.01419	0.02923	0.01222			0.04923	0.00821	0.01221			0.00728	0.01426	0.01097	0.00375	0.03796					0.00393	0.01052	0.01901	0.09515		0.04834	0.01227	0.03429	0.01253		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified	2|1239|186801|186802|186806|		0.01394	0.00116	0.11626	0.0036	0.01263	0.01381	0.00952		0.00065		0.00109	0.01299		0.01206	0.01004	0.0007			0.0035	0.00908	0.04583				0.04876		0.01364	0.02667	0.00692	0.00889
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9667	2|1239|186801|186802|541000|		0.01114								0.00391			0.00519	0.01753							0.00551							0.00415	0.01443	0.00497	0.03786
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster	2|1239|186801|186802|186803|2719313		0.01096	0.16352	0.09004		4e-05	0.01889					0.00208	0.00199		0.03306	0.00827	0.03328	0.00061	0.10226			0.07049	0.00349	0.10238		0.02054	0.00733	0.00185		0.00371	0.18509
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter	2|201174|84998|1643822|1643826|644652		0.00763																			0.00243					0.04735		0.00328	0.00836		
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	2|1239|526524|526525|128827|1505663		0.00702	0.00844	0.02875					0.01469				0.00589			0.0011	0.00383		0.04471	0.05137		0.02267		0.00467		0.014	0.03393	0.00077			0.46673
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	2|201174|1760|2037|2049|1654		0.00272		0.02194	0.00204		0.01273			0.00109					0.00995	0.00577	0.01734		0.00203			0.00064	0.00482	0.00272		0.16249	0.0115	0.00062		0.00261	0.0047
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified	2|95818||||		0.00221		0.00493	0.00203		0.00221					0.00471			0.00372	0.00377	0.00433					0.0034	0.00424			0.02941		0.00073		0.00894	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_C	2|976|200643|171549|171552|838|165179		45.44622			6.64272	2.02263			7.09513	0.91472	14.95191		0.17672	3.25507	3.69343	11.60867	0.0052	7.79415	0.59211	2.68553	4.61677		9.51328		6.12068					7.09988	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_hominis	2|976|200643|171549|171552|838|2518605		21.99751			0.62831	1.33073			0.1327	1.23918	13.08187			3.85271	4.53393	6.32677			2.63308	0.34856			9.06933		3.2932						
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_B	2|976|200643|171549|171552|838|165179		8.4101			0.12182	0.3912			10.88726	0.00167	7.72424	12.19723		1.15707	2.25478	3.83228		7.0391	0.15185	0.09476	7.11844		2.92663		0.57309	0.25381				0.44531	15.60624
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	2|1239|186801|186802|186803||39491		3.61921	2.05142	2.76248	0.31906	0.69612	2.7148	1.46928	4.98511	1.78194	0.58764	1.80078	3.3376	2.94991	0.67262	2.53771		2.00415	0.93045	0.30879	1.22403	1.06752	0.91733	0.44707	0.61566	0.30765	0.07198	1.32839	2.16229	0.32961	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	2|976|200643|171549|815|816|47678		1.99917	0.77673	0.46202			0.30182	0.19222	0.0012			0.07722	0.64922	0.01976		0.00494	0.82476					1.09738		1.10258		1.20923		0.085		0.01225	0.00649
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_sp_BL7	2|1239|909932|1843489|31977|906|1285585		1.89301							0.00129	0.10978	0.05619			0.00062	3.44245	0.56181			0.73676	0.00422	0.00128		1.39289		0.47651		0.28743			0.02014	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_sp_AM22_15	2|1239|526524|526525|128827|135858|2292991		1.87658			0.51111	2.83217		1.24314		0.70594	0.58887			1.41624	1.04467	1.21995	0.46154	1.42318	2.25383	0.41892	0.76147		0.49538		2.12551	0.5227	0.48967			1.7558	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	2|1239|186801|186802|541000|216851|853		1.81314	0.92909	5.27766	2.97021	1.6213	2.86137	2.23327	5.31795	1.38539	1.90172	2.59192	1.68392	2.71032	3.05805	2.11645	0.4751	3.45213	2.76773	1.06015	0.93851	2.63057	1.6006	7.88956	3.66968	3.88229	2.44968	2.01179	3.33474	2.17006	6.18474
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_jalaludinii	2|1239|909932|909929|1843491|52225|187979		1.55294			0.02052			0.21898	1.20869	0.51218	1.55402			0.52037	1.90267	1.74602			0.5635				0.55566		0.527					8.6753	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus|s__Duodenibacillus_massiliensis	2|1224|28216|80840|995019|1980697|1852381		1.2517	0.1652			0.15905			0.00065	2.54586		0.80685	0.02002				0.06182	0.0432			0.32684					0.22494					
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	2|1239|909932|1843489|31977|39948|218538		1.17393																	0.11893												
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola|s__Phocaeicola_vulgatus	2|976|200643|171549||909656|821		0.79384	3.77604	0.32103	0.00841	0.0028	25.3046	1.07497	0.04582	0.05195	0.09989	1.55705	0.48525	0.46817	1.0588	0.36419	1.05396	0.81334	4.8447		0.03416	0.38539	0.76809	14.21252	0.09893	1.47735	2.49137	4.79356	2.50717	0.4078	2.0673
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	2|1224|28216|80840|995019|40544|40545		0.67273	0.2671	0.16772	0.19294		1.86335	0.82783	0.37431	0.24765	0.58282	0.50335	1.28238	0.15162	1.54274	0.89288		0.06114	0.37108		0.05206	0.46899	0.56881	0.78622	0.01295	0.06878	0.21107	1.17176	0.39991	1.04883	1.01679
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_SGB5076	2|1239|186801|186802|186803|28050|		0.56589			0.00227					0.00963																			0.00811		
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	2|1239|186801|186802|186803|572511|418240		0.37252	0.22854	2.10305	0.22608	0.66986	0.9715	0.29844	0.7827	0.49616	0.1481	0.21371	0.24559	0.76664	0.36314	0.66884	0.06978	0.56969	0.95118	0.19119	0.18142	1.40764	0.32685	0.93406	1.33802	4.48176	0.23826	0.67423	0.16535	1.46386	1.44343
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	2|201174|84998|84999|84107|102106|74426		0.37047	0.1604	0.49981	0.33865	0.71403	0.46291	0.18628	0.7835	0.22773	0.25507	0.11969	0.29683	0.19981	0.20942	0.33597	0.34971	0.49937	0.6781	0.52359	0.19021	0.15652	0.12974	0.58976	0.28902	2.2258	0.29357	0.18535	0.17377	1.25317	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	2|1224|1236|135625|712|724|729		0.31466	0.0041				0.08097	0.03972		0.30833		0.11579	0.01655	0.01165	0.04197	0.08988		0.03688	0.01029	0.01006			0.35953	0.07052	0.06986		0.02276		0.07046	0.02776	0.03793
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	2|1239|186801|186802|186803|189330|88431		0.28934	0.15125	1.10575	0.30814	0.27692	1.07205	0.47065	1.08104	0.0622	0.22406	0.19067	0.21433	0.76339	0.71373	0.3147	0.06857	0.73104	0.5539	0.88401	0.31865	0.36663	0.40702	0.52775	0.38082	0.85015	0.51954	0.44254	0.19705	0.60722	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	2|1239|186801|186802|186803|1407607|1150298		0.2863	0.07508	0.42512	0.20806	0.0972	0.65861	1.2921	0.63206	0.22056	0.13856	0.17842	0.23123	0.59931	0.78679	0.22219	0.0531	0.56433	0.4668	0.21315	0.1462	0.2261	0.25768	0.77867	0.49602	1.87041	0.48123	0.58006	0.11767	0.24167	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	2|1239|186801|186802|186803|207244|649756		0.26698	0.24587	0.55751	0.05755	0.85147	0.86089	0.14222	0.37933	0.2335	0.04496	0.10623	0.29397	0.14736	0.06848	0.03666	0.05975	0.60217	0.09704	0.04932	0.28193	0.58229	0.04715	0.68335	0.15115	0.56074	0.02565	0.15545	0.11772	0.03764	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora_celerecrescens	2|1239|186801|186802|186803|2719231|29354		0.26102		0.18807	0.00991		0.60921	0.23495	0.28531	0.08827	0.111	0.00182	0.15759	0.13274	0.31115		0.03976	0.54493	0.46464	0.12575	0.17916	0.09673	0.18073		0.41431	0.30126	0.12949	0.31286	0.04606	0.22462	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	2|1239|186801|186802|186803|841|360807		0.22715		0.03558	0.75977	0.22289	1.50224	0.13112	0.06003	1.23239	0.32517	0.29105	0.22245	0.42773	0.61222	0.38974	0.00267		0.04758	0.07748	0.14247	1.7319	0.27915	1.59487	0.08845	0.08739	0.86896	0.29977	0.18867	0.18155	
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	2|976|200643|171549|815|816|28116		0.21111	0.01401	0.17582		0.00844	0.26053	0.22957	0.01716		0.039	0.2387	0.11707	0.16561	0.20155	0.06434		0.01967	1.61994		0.18917	0.16094	0.35362		0.00851	2.22079	0.25725	0.47763	0.34855	0.17769	0.30331
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	2|976|200643|171549|815|816|820		0.20625	1.51497	2.72875	0.01009	0.02225	1.92307	1.58535	0.05139	0.00451	0.00211	0.09708	0.10831	0.11033	0.21772	0.09446	0.69747	0.0262	0.40985	0.01172	0.13371	2.70734	0.02263	0.83438	0.1815	4.26084	0.49474	1.07137	0.39359	0.04207	1.3445
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	2|1239|91061|186826|1300|1301|1308		0.20477			0.00905		0.22732	0.04312	0.01281		0.02254			0.0237			0.01122		0.05388		0.03529		0.0461			0.08046		0.03747	0.27552	0.07607	0.01944
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	2|1239|526524|526525|128827|1573535|1735		0.20152		0.51829	0.07982	0.00837			0.41395	0.19597	0.05012	0.36873		0.07544	0.0918		0.05981	0.071	0.11845	0.07719		0.3712	0.01398		0.35257	1.54443	0.35094			0.07795	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	2|1239|186801|186802|186803||1898203		0.19462	0.36196	0.51707	0.81683	1.12599	0.25704	0.87261	0.4179	1.65435	0.16411	0.53617	0.40365	0.57454	0.34601	0.13546	0.95679	0.79081	0.66115	0.23804	0.43193	0.44247	0.11926	0.35045	0.48301	0.45647	0.1143	0.46474	0.45841	0.6009	0.16745
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	2|1239|186801|186802|186803|572511|40520		0.19448		0.08052	0.09753	0.07765	0.04474	0.15261	0.16441	0.09475	0.04507	0.05156	0.02654	0.04596	0.05921	0.05003	0.01602	0.01751	0.02954	0.05765	0.17509	0.05372	0.02329	0.20372	0.12237	0.48942	0.14552	0.17181	0.12739	0.05966	
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	2|201174|1760|85004|31953|1678|216816		0.19379	0.07332	0.14167			0.0216		0.00136		0.0054	0.00429		0.02192		0.05753			0.08339		0.00149	0.10934		0.03216		0.43498	0.01311		0.30993		9e-05
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	2|976|200643|171549|815|816|674529		0.19204	0.13242	0.30074			0.21888	0.08832				0.18097										0.6614									
